tconst,V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,IMDb_rating_2026,IMDb_ratecount_2026,imdb_title_type,Match_Confidence_Current,rating_change,IMDb_rating_2021,IMDb_ratecount_2021,rating_change_2021_2026,ratecount_change_2021_2026,n_platforms,exclusive
tt7269100,3661,3884,Laakhon Mein Ek,2017,16+,8.2/10,58/100,0,0,1,0,1,8.2,8.1,4238,tvSeries,Exact (title + year),-0.0999999999999996,8.3,3619,-0.200000000000001,619,1,TRUE
tt7274440,4017,4300,Big Pacific,2017,all,8.4/10,43/100,0,0,1,0,1,8.4,8.2,232,tvMiniSeries,Exact (title + year),-0.200000000000001,8.3,153,-0.100000000000001,79,1,TRUE
tt7278588,855,858,Because This Is My First Life,2017,16+,8.1/10,55/100,1,0,0,0,1,8.1,8,11255,tvSeries,Exact (title + year),-0.0999999999999996,8.1,3009,-0.0999999999999996,8246,1,TRUE
tt7292950,2967,3092,All Night,2018,16+,5.9/10,45/100,0,1,0,0,1,5.9,6,705,tvSeries,Exact (title + year),0.0999999999999996,5.8,528,0.2,177,1,TRUE
tt7293016,2844,2960,The Murder of Laci Peterson,2017,16+,7.4/10,49/100,0,1,1,0,1,7.4,7.3,1610,tvSeries,Exact (title + year),-0.100000000000001,7.4,789,-0.100000000000001,821,2,FALSE
tt7293754,1706,1712,Fire Chasers,2017,"",6.6/10,37/100,1,0,0,0,1,6.6,6.6,447,tvMiniSeries,Exact (title + year),0,6.6,324,0,123,1,TRUE
tt7298976,482,485,Black,2017,16+,8.0/10,63/100,1,0,0,0,1,8,7.8,5029,tvSeries,Exact (title + year),-0.2,8,2997,-0.2,2032,1,TRUE
tt7306056,421,423,Wormwood,2017,16+,7.0/10,65/100,1,0,0,0,1,7,7,5115,tvMiniSeries,Exact (title + year),0,7,3779,0,1336,1,TRUE
tt7317178,1636,1642,Chosen,2018,"",5.5/10,39/100,1,0,1,0,1,5.5,5.3,149,tvSeries,Exact (title + year),-0.2,5.5,114,-0.2,35,2,FALSE
tt7317360,3211,3343,Cuomo Prime Time,2017,"",4.2/10,33/100,0,1,0,0,1,4.2,4.6,549,tvSeries,Exact (title + year),0.399999999999999,4.4,383,0.199999999999999,166,1,TRUE
tt7319282,4374,4673,Making It in Music City,2017,"",7.3/10,32/100,0,0,1,0,1,7.3,7.4,229,tvMiniSeries,Exact (title + year),0.100000000000001,7.2,64,0.2,165,1,TRUE
tt7320300,513,516,The Letdown,2017,"",7.5/10,63/100,1,0,0,0,1,7.5,7.4,4438,tvSeries,Exact (title + year),-0.0999999999999996,7.5,2837,-0.0999999999999996,1601,1,TRUE
tt7322210,623,626,The Eddy,2020,18+,7.2/10,60/100,1,0,0,0,1,7.2,7.1,3476,tvMiniSeries,Exact (title + year),-0.100000000000001,7.2,2570,-0.100000000000001,906,1,TRUE
tt7325262,1726,1734,Fifty,2017,"",8.3/10,37/100,1,0,0,0,1,8.3,8.5,44,tvSeries,Exact (title + year),0.199999999999999,8.3,31,0.199999999999999,13,1,TRUE
tt7334894,941,944,The Day I Met El Chapo: The Kate del Castillo Story,2017,18+,6.9/10,53/100,1,0,0,0,1,6.9,6.8,1265,tvSeries,Exact (title + year),-0.100000000000001,6.9,971,-0.100000000000001,294,1,TRUE
tt7335184,57,58,YOU,2018,18+,7.7/10,85/100,1,0,0,0,1,7.7,7.6,372752,tvSeries,Exact (title + year),-0.100000000000001,7.7,153777,-0.100000000000001,218975,1,TRUE
tt7336778,4067,4353,Comicstaan,2018,18+,6.8/10,41/100,0,0,1,0,1,6.8,6.9,2705,tvSeries,Exact (title + year),0.100000000000001,6.8,1952,0.100000000000001,753,1,TRUE
tt7338878,4974,5293,Sirenetta & the Second Star,2017,"","",10/100,0,0,1,0,1,,4.8,16,tvMiniSeries,Exact (title + year),,5,7,-0.2,9,1,TRUE
tt7340738,517,520,Quicksand,2019,18+,7.5/10,63/100,1,0,0,0,1,7.5,7.4,29094,tvMiniSeries,Exact (title + year),-0.0999999999999996,,,,,1,TRUE
tt7340800,1507,1513,Revolutionary Love,2017,7+,7.1/10,42/100,1,0,0,0,1,7.1,6.8,958,tvSeries,Exact (title + year),-0.3,7,508,-0.2,450,1,TRUE
tt7343832,990,993,Neo Yokio,2017,18+,5.9/10,52/100,1,0,0,0,1,5.9,6,3750,tvMiniSeries,Exact (title + year),0.0999999999999996,5.8,3115,0.2,635,1,TRUE
tt7344644,4232,4528,If You Give a Mouse a Cookie,2015,7+,6.4/10,37/100,0,0,1,0,1,6.4,6.6,295,tvSeries,Exact (title + year),0.199999999999999,6.4,124,0.199999999999999,171,1,TRUE
tt7345688,3280,3413,On the Run Eating,2018,7+,"",25/100,0,1,0,0,1,,4.6,14,tvSeries,Exact (title + year),,,,,,1,TRUE
tt7349460,2849,2966,Snake City,2014,16+,8.6/10,49/100,0,1,0,0,1,8.6,8.3,365,tvSeries,Exact (title + year),-0.299999999999999,8.6,211,-0.299999999999999,154,1,TRUE
tt7349602,416,418,The Confession Tapes,2017,16+,7.5/10,65/100,1,0,0,0,1,7.5,7.5,5996,tvSeries,Exact (title + year),0,7.5,4949,0,1047,1,TRUE
tt7350790,3869,4137,Bounty Hunters,2017,"",6.0/10,48/100,0,0,1,0,1,6,6.1,762,tvSeries,Exact (title + year),0.0999999999999996,6,577,0.0999999999999996,185,1,TRUE
tt7356518,1620,1626,Black Crows,2018,18+,5.6/10,40/100,1,0,0,0,1,5.6,5.6,402,tvSeries,"Fuzzy (title exact, year +-1)",0,5.6,229,0,173,1,TRUE
tt7369770,3005,3132,Ellen's Game of Games,2017,7+,4.9/10,44/100,0,1,0,0,1,4.9,5.3,1107,tvSeries,Exact (title + year),0.399999999999999,4.9,917,0.399999999999999,190,1,TRUE
tt7371666,377,379,1983,2018,18+,6.8/10,67/100,1,0,0,0,1,6.8,6.7,4470,tvSeries,Exact (title + year),-0.0999999999999996,6.8,3809,-0.0999999999999996,661,1,TRUE
tt7371868,548,551,Pine Gap,2018,16+,7.2/10,62/100,1,0,0,0,1,7.2,7.2,8117,tvMiniSeries,Exact (title + year),0,7.2,4012,0,4105,1,TRUE
tt7371896,607,610,Traitors,2019,18+,6.6/10,61/100,1,0,0,0,1,6.6,6.6,4349,tvSeries,Exact (title + year),0,6.6,2446,0,1903,1,TRUE
tt7395798,3247,3379,Page Six TV,2017,7+,4.4/10,30/100,0,1,0,0,1,4.4,5.4,37,tvSeries,Exact (title + year),1,4.4,25,1,12,1,TRUE
tt7397944,4266,4562,Grand Tours of Scotland's Lochs,2017,"",8.4/10,36/100,0,0,1,0,1,8.4,8.2,82,tvSeries,Exact (title + year),-0.200000000000001,8.4,38,-0.200000000000001,44,1,TRUE
tt7411098,2706,2811,Baghdad Central,2020,"",7.3/10,54/100,0,1,0,0,1,7.3,7.3,1978,tvSeries,Exact (title + year),0,7.3,1281,0,697,1,TRUE
tt7411444,2516,2611,Hang Ups,2018,"",6.5/10,59/100,0,1,0,0,1,6.5,6.4,983,tvSeries,Exact (title + year),-0.0999999999999996,6.4,772,0,211,1,TRUE
tt7412482,2335,2401,The First,2018,18+,6.7/10,65/100,0,1,0,0,1,6.7,6.6,8559,tvSeries,Exact (title + year),-0.100000000000001,6.7,7243,-0.100000000000001,1316,1,TRUE
tt7413448,2220,2272,Pretty Little Liars: The Perfectionists,2019,16+,7.0/10,69/100,0,1,0,0,1,7,6.8,7218,tvSeries,Exact (title + year),-0.2,7.1,4379,-0.3,2839,1,TRUE
tt7414406,131,132,All American,2018,16+,7.7/10,79/100,1,0,0,0,1,7.7,7.6,16730,tvSeries,Exact (title + year),-0.100000000000001,7.7,6863,-0.100000000000001,9867,1,TRUE
tt7414954,959,962,Diablero,2018,16+,6.7/10,53/100,1,0,0,0,1,6.7,6.8,3016,tvSeries,Exact (title + original-language year),0.0999999999999996,6.7,2276,0.0999999999999996,740,1,TRUE
tt7415066,1170,1173,SWORD GAI: The Animation,2018,18+,5.9/10,49/100,1,0,0,0,1,5.9,5.7,1266,tvSeries,Exact (title + year),-0.2,5.9,828,-0.2,438,1,TRUE
tt7422812,2826,2940,Sherman's Showcase,2019,18+,6.4/10,50/100,0,1,0,0,1,6.4,7.1,533,tvSeries,Exact (title + year),0.699999999999999,6.4,237,0.699999999999999,296,1,TRUE
tt7423322,5096,5424,The Right Stuff,2020,16+,6.8/10,64/100,0,0,0,1,1,6.8,6.8,4487,tvSeries,Exact (title + year),0,6.8,3046,0,1441,1,TRUE
tt7423538,241,242,Ratched,2020,18+,7.3/10,72/100,1,0,0,0,1,7.3,7.2,80116,tvSeries,Exact (title + year),-0.0999999999999996,7.3,43389,-0.0999999999999996,36727,1,TRUE
tt7428106,1277,1280,My Dead Ex,2018,"",7.2/10,47/100,1,0,0,0,1,7.2,7.3,692,tvSeries,Exact (title + year),0.0999999999999996,7.2,347,0.0999999999999996,345,1,TRUE
tt7429056,3341,3474,A Murder on Orchard Street,2017,"","",16/100,0,1,0,0,1,,7,10,tvMiniSeries,Exact (title + year),,6.8,8,0.2,2,1,TRUE
tt7439546,2979,3104,Genius Junior,2018,all,7.6/10,45/100,0,1,0,0,1,7.6,7.7,105,tvSeries,Exact (title + year),0.100000000000001,7.6,77,0.100000000000001,28,1,TRUE
tt7440274,857,860,Medal of Honor,2018,16+,8.4/10,55/100,1,0,1,0,1,8.4,8.2,2123,tvSeries,Exact (title + year),-0.200000000000001,8.4,1473,-0.200000000000001,650,2,FALSE
tt7440732,2338,2405,The Kids Are Alright,2018,7+,7.9/10,64/100,0,1,0,0,1,7.9,7.9,3927,tvSeries,Exact (title + year),0,7.9,3049,0,878,1,TRUE
tt7441658,2142,2183,Black Clover,2017,16+,8.3/10,73/100,0,1,0,0,1,8.3,8.2,50770,tvSeries,Exact (title + year),-0.100000000000001,8.3,12184,-0.100000000000001,38586,1,TRUE
tt7453996,747,750,Jack Whitehall: Travels with My Father,2017,18+,7.7/10,57/100,1,0,0,0,1,7.7,7.6,6383,tvSeries,Exact (title + year),-0.100000000000001,7.7,4159,-0.100000000000001,2224,1,TRUE
tt7456722,3529,3705,Hunters,2020,18+,7.2/10,70/100,0,0,1,0,1,7.2,7.2,57412,tvSeries,Exact (title + year),0,7.2,33163,0,24249,1,TRUE
tt7462524,4428,4729,Ritual,2017,"",7.7/10,29/100,0,0,1,0,1,7.7,7.7,11,tvSeries,Exact (title + year),0,7.7,6,0,5,1,TRUE
tt7472896,1993,2014,Mr Inbetween,2018,18+,8.6/10,83/100,0,1,0,0,1,8.6,8.7,52923,tvSeries,Exact (title + year),0.0999999999999996,8.5,7240,0.199999999999999,45683,1,TRUE
tt7474942,3851,4112,Girls' Last Tour,2017,16+,7.7/10,49/100,0,0,1,0,1,7.7,7.8,2351,tvMiniSeries,Exact (title + year),0.0999999999999996,7.7,841,0.0999999999999996,1510,1,TRUE
tt7484994,1029,1032,Children of the Whales,2017,16+,7.1/10,52/100,1,0,0,0,1,7.1,7,2103,tvMiniSeries,Exact (title + year),-0.0999999999999996,7.1,1367,-0.0999999999999996,736,1,TRUE
tt7488702,1511,1517,The Who Was? Show,2018,"",6.8/10,42/100,1,0,0,0,1,6.8,6.9,836,tvSeries,Exact (title + year),0.100000000000001,6.8,547,0.100000000000001,289,1,TRUE
tt7490342,1551,1557,Welcome to the Family,2018,16+,6.7/10,41/100,1,0,0,0,1,6.7,6.7,618,tvSeries,Exact (title + year),0,6.7,378,0,240,1,TRUE
tt7492122,1888,1896,Kibaoh Klashers,2017,7+,6.3/10,27/100,1,0,0,0,1,6.3,7.6,55,tvSeries,Exact (title + year),1.3,6.3,13,1.3,42,1,TRUE
tt7493974,76,77,Bodyguard,2018,18+,8.1/10,83/100,1,0,0,0,1,8.1,8,172043,tvMiniSeries,Exact (title + year),-0.0999999999999996,8.1,100802,-0.0999999999999996,71241,1,TRUE
tt7494116,3171,3302,"Bad Habits, Holy Orders",2017,"",7.0/10,36/100,0,1,0,0,1,7,7.4,81,tvSeries,Exact (title + year),0.4,7,47,0.4,34,1,TRUE
tt7497198,4635,4949,Woodwalkers,2017,"","",14/100,0,0,1,0,1,,7.4,14,tvSeries,Exact (title + year),,7.4,13,0,1,1,TRUE
tt7507476,3064,3192,Jamie's Quick & Easy Food,2017,all,8.4/10,41/100,0,1,0,0,1,8.4,8.1,144,tvSeries,Exact (title + year),-0.300000000000001,8.3,90,-0.200000000000001,54,1,TRUE
tt7509270,2728,2833,"I Love You, America",2017,18+,5.7/10,53/100,0,1,0,0,1,5.7,6.3,1443,tvSeries,Exact (title + year),0.6,5.7,1172,0.6,271,1,TRUE
tt7510930,1621,1627,Ainori Love Wagon: Asian Journey,2017,"",6.9/10,40/100,1,0,0,0,1,6.9,7,376,tvSeries,Exact (title + year),0.0999999999999996,7,236,0,140,1,TRUE
tt7513452,3870,4138,Just Because!,2017,7+,6.9/10,48/100,0,0,1,0,1,6.9,6.9,1239,tvMiniSeries,Exact (title + year),0,6.9,495,0,744,1,TRUE
tt7514746,868,871,Ultraviolet,2017,18+,7.0/10,55/100,1,1,0,0,1,7,6.8,1803,tvSeries,Exact (title + year),-0.2,7,1408,-0.2,395,2,FALSE
tt7518558,1347,1351,The Big Family Cooking Showdown,2017,7+,7.0/10,45/100,1,0,0,0,1,7,7,808,tvSeries,Exact (title + year),0,7,578,0,230,1,TRUE
tt7520794,89,90,Russian Doll,2019,18+,7.9/10,82/100,1,0,0,0,1,7.9,7.7,116790,tvSeries,Exact (title + year),-0.2,7.9,70851,-0.2,45939,1,TRUE
tt7533146,4115,4408,Barbie Dreamtopia,2017,all,6.1/10,40/100,0,0,1,0,1,6.1,6.1,112,tvSeries,Exact (title + year),0,6.1,37,0,75,1,TRUE
tt7539608,1196,1199,Trolls: The Beat Goes On!,2018,all,5.9/10,48/100,1,0,0,0,1,5.9,6,1174,tvSeries,Exact (title + year),0.0999999999999996,5.9,698,0.0999999999999996,476,1,TRUE
tt7552556,245,246,Evil Genius,2018,18+,7.5/10,72/100,1,0,0,0,1,7.5,7.6,751,tvSeries,"Fuzzy (title exact, year +-1)",0.0999999999999996,7.8,500,-0.2,251,1,TRUE
tt7555294,561,564,L.A.'s Finest,2019,16+,6.0/10,62/100,1,0,0,0,1,6,6.2,8964,tvSeries,Exact (title + year),0.2,6,4874,0.2,4090,1,TRUE
tt7557574,3923,4198,The Eleven,2017,16+,6.8/10,46/100,0,0,1,0,1,6.8,6.7,475,tvSeries,Exact (title + year),-0.0999999999999996,6.7,258,0,217,1,TRUE
tt7558708,3915,4190,The Gymkhana Files,2018,18+,7.9/10,46/100,0,0,1,0,1,7.9,7.8,552,tvSeries,Exact (title + year),-0.100000000000001,7.9,365,-0.100000000000001,187,1,TRUE
tt7562112,75,76,Pose,2018,18+,8.6/10,83/100,1,0,0,0,1,8.6,8.6,36882,tvSeries,Exact (title + year),0,8.6,22054,0,14828,1,TRUE
tt7569592,117,118,Chilling Adventures of Sabrina,2018,16+,7.5/10,80/100,1,0,0,0,1,7.5,7.4,119766,tvSeries,Exact (title + year),-0.0999999999999996,7.5,81283,-0.0999999999999996,38483,1,TRUE
tt7570990,1906,1914,Beyond Stranger Things,2017,"","",20/100,1,0,0,0,1,,7.3,2505,tvSeries,Exact (title + year),,7.5,1784,-0.2,721,1,TRUE
tt7573024,957,960,Creeped Out,2017,7+,6.6/10,53/100,1,0,0,0,1,6.6,6.6,3034,tvSeries,Exact (title + year),0,6.6,1507,0,1527,1,TRUE
tt7586268,3312,3445,WildWoods,2017,"","",19/100,0,1,0,0,1,,9,21,tvSeries,Exact (title + year),,8.8,11,0.199999999999999,10,1,TRUE
tt7587362,2374,2446,Four Weddings and a Funeral,2019,18+,7.2/10,63/100,0,1,0,0,1,7.2,7.2,6877,tvMiniSeries,Exact (title + year),0,7.2,4616,0,2261,1,TRUE
tt7587890,2131,2170,The Rookie,2018,16+,8.0/10,73/100,0,1,0,1,1,8,8,132372,tvSeries,Exact (title + year),0,8,23669,0,108703,2,FALSE
tt7588054,298,300,"Roswell, New Mexico",2019,16+,6.2/10,70/100,1,0,0,0,1,6.2,6.4,15297,tvSeries,Exact (title + year),0.2,6.2,9419,0.2,5878,1,TRUE
tt7591766,4371,4670,UQ Holder!,2017,"","",32/100,0,0,1,0,1,,6.5,665,tvMiniSeries,Exact (title + year),,6.9,194,-0.4,471,1,TRUE
tt7596008,1041,1044,Trump: An American Dream,2017,"",7.2/10,51/100,1,0,0,0,1,7.2,7.2,5240,tvMiniSeries,Exact (title + year),0,7.2,3742,0,1498,1,TRUE
tt7603386,1194,1197,Hot Date,2017,16+,7.1/10,48/100,1,0,1,0,1,7.1,7.1,707,tvSeries,Exact (title + year),0,7.2,554,-0.100000000000001,153,2,FALSE
tt7605396,762,765,The Twelve,2019,16+,7.5/10,57/100,1,0,0,0,1,7.5,7.4,7214,tvSeries,Exact (title + year),-0.0999999999999996,7.5,4239,-0.0999999999999996,2975,1,TRUE
tt7608238,639,642,Wanderlust,2018,16+,7.1/10,60/100,1,0,0,0,1,7.1,7,6495,tvSeries,Exact (title + year),-0.0999999999999996,7.1,4713,-0.0999999999999996,1782,1,TRUE
tt7608248,2192,2241,A Million Little Things,2018,16+,7.9/10,70/100,0,1,0,0,1,7.9,7.9,18545,tvSeries,Exact (title + year),0,7.9,9572,0,8973,1,TRUE
tt7619858,675,678,The Final Table,2018,all,7.7/10,59/100,1,0,0,0,1,7.7,7.6,5272,tvSeries,Exact (title + year),-0.100000000000001,7.7,3485,-0.100000000000001,1787,1,TRUE
tt7622902,761,764,Prison Playbook,2017,"",8.4/10,57/100,1,0,0,0,1,8.4,8.3,6392,tvSeries,Exact (title + year),-0.0999999999999996,8.4,1996,-0.0999999999999996,4396,1,TRUE
tt7631146,2208,2258,The Split,2018,18+,7.7/10,69/100,0,1,0,0,1,7.7,7.9,12833,tvSeries,Exact (title + year),0.2,7.7,4104,0.2,8729,1,TRUE
tt7634698,5001,5320,Model Diaries,2017,"","",10/100,0,0,1,0,1,,7.6,15,tvSeries,Exact (title + year),,8.5,6,-0.9,9,1,TRUE
tt7635022,4315,4613,Inside the Tube: Going Underground,2017,"",8.2/10,34/100,0,0,1,0,1,8.2,8.7,23,tvSeries,Exact (title + year),0.5,8.2,14,0.5,9,1,TRUE
tt7639280,917,920,Man Like Mobeen,2017,18+,8.0/10,53/100,1,0,0,0,1,8,8,4318,tvSeries,Exact (title + year),0,8,1885,0,2433,1,TRUE
tt7644680,1057,1060,Shot in the Dark,2017,18+,8.3/10,51/100,1,0,0,0,1,8.3,7.9,2165,tvSeries,Exact (title + year),-0.4,8,1617,-0.0999999999999996,548,1,TRUE
tt7645192,426,428,Baby,2018,18+,6.8/10,65/100,1,0,0,0,1,6.8,6.9,15832,tvSeries,Exact (title + year),0.100000000000001,6.8,9073,0.100000000000001,6759,1,TRUE
tt7649694,2080,2115,Ramy,2019,18+,8.1/10,76/100,0,1,0,0,1,8.1,8,18010,tvSeries,Exact (title + year),-0.0999999999999996,8.1,11264,-0.0999999999999996,6746,1,TRUE
tt7651892,5070,5394,One Strange Rock,2018,all,8.8/10,74/100,0,0,0,1,1,8.8,8.7,8668,tvMiniSeries,Exact (title + year),-0.100000000000001,8.8,7085,-0.100000000000001,1583,1,TRUE
tt7653274,3615,3825,All or Nothing: Manchester City,2018,all,8.2/10,61/100,0,0,1,0,1,8.2,8.1,8231,tvMiniSeries,Exact (title + year),-0.0999999999999996,8.2,5719,-0.0999999999999996,2512,1,TRUE
tt7660730,475,477,Black Earth Rising,2018,16+,7.5/10,64/100,1,0,0,0,1,7.5,7.5,6151,tvSeries,Exact (title + year),0,7.5,4204,0,1947,1,TRUE
tt7661046,2312,2374,Dollface,2019,18+,7.4/10,66/100,0,1,0,0,1,7.4,7.3,11808,tvSeries,Exact (title + year),-0.100000000000001,7.4,5135,-0.100000000000001,6673,1,TRUE
tt7661368,1365,1369,All About the Washingtons,2018,all,4.5/10,45/100,1,0,0,0,1,4.5,4.9,848,tvSeries,Exact (title + year),0.4,4.5,626,0.4,222,1,TRUE
tt7661472,1457,1463,Barbie Dreamhouse Adventures,2018,all,6.8/10,43/100,1,0,0,0,1,6.8,6.7,956,tvSeries,Exact (title + year),-0.0999999999999996,6.8,393,-0.0999999999999996,563,1,TRUE
tt7661932,3172,3303,Woman,2016,18+,7.3/10,36/100,0,1,0,0,1,7.3,6.7,2063,tvSeries,"Fuzzy (title exact, year +-1)",-0.6,6.7,1029,0,1034,1,TRUE
tt7667038,1543,1549,Serial Killer with Piers Morgan,2017,"",3.8/10,41/100,1,0,0,0,1,3.8,3.9,1514,tvSeries,Exact (title + original-language year),0.1,3.8,1287,0.1,227,1,TRUE
tt7668518,564,567,The Protector,2018,18+,6.7/10,61/100,1,0,0,0,1,6.7,6.4,37934,tvSeries,Exact (title + year),-0.3,6.7,32645,-0.3,5289,1,TRUE
tt7670096,4420,4721,Millenniums,2018,"",6.2/10,30/100,0,0,1,0,1,6.2,6.3,63,tvSeries,Exact (title + year),0.0999999999999996,6.2,57,0.0999999999999996,6,1,TRUE
tt7671598,287,289,Messiah,2020,18+,7.6/10,70/100,1,0,0,0,1,7.6,7.6,49936,tvSeries,Exact (title + year),0,7.6,39272,0,10664,1,TRUE
tt7678620,5077,5401,Bluey,2018,all,9.6/10,71/100,0,0,0,1,1,9.6,9.3,48648,tvSeries,Exact (title + year),-0.299999999999999,9.7,3016,-0.399999999999999,45632,1,TRUE
tt7678910,1529,1535,Agent,2019,"",7.2/10,42/100,1,0,0,0,1,7.2,7.5,98,tvSeries,Exact (title + year),0.3,7.1,64,0.4,34,1,TRUE
tt7686456,2415,2493,Jersey Shore: Family Vacation,2018,16+,6.6/10,62/100,0,1,0,0,1,6.6,6.6,2857,tvSeries,Exact (title + year),0,6.6,1447,0,1410,1,TRUE
tt7686464,2682,2786,A Christmas Carol,2019,18+,7.2/10,54/100,0,1,0,1,1,7.2,7.3,14264,tvMiniSeries,Exact (title + year),0.0999999999999996,7.2,9053,0.0999999999999996,5211,2,FALSE
tt7689460,2834,2949,Our Cartoon President,2018,16+,5.1/10,50/100,0,1,0,0,1,5.1,5.5,3989,tvSeries,Exact (title + year),0.4,5.1,3405,0.4,584,1,TRUE
tt7692572,1828,1836,Ponysitters Club,2018,all,7.1/10,33/100,1,0,0,0,1,7.1,5.9,150,tvSeries,"Fuzzy (title exact, year +-1)",-1.2,7.1,94,-1.2,56,1,TRUE
tt7697062,977,980,Glitch Techs,2020,all,7.9/10,52/100,1,0,0,0,1,7.9,7.7,2225,tvSeries,Exact (title + year),-0.2,7.9,773,-0.2,1452,1,TRUE
tt7699866,1514,1520,Simon,2016,all,7.3/10,42/100,1,0,0,0,1,7.3,6.7,190,tvSeries,Exact (title + year),-0.6,7.3,97,-0.6,93,1,TRUE
tt7701694,1599,1605,Mob Psycho 100,2018,all,5.2/10,40/100,1,0,0,0,1,5.2,5.2,726,tvSeries,Exact (title + year),0,5.2,442,0,284,1,TRUE
tt7703440,2805,2917,Butterfly,2018,"",6.4/10,51/100,0,1,0,0,1,6.4,6.4,2056,tvMiniSeries,Exact (title + year),0,6.4,1615,0,441,1,TRUE
tt7712598,3653,3875,Blood & Treasure,2019,16+,6.7/10,58/100,0,0,1,0,1,6.7,6.8,7460,tvSeries,Exact (title + year),0.0999999999999996,6.7,3791,0.0999999999999996,3669,1,TRUE
tt7714520,4671,4987,From Beyond,2017,"","",13/100,0,0,1,0,1,,6.9,100,tvSeries,Exact (title + year),,7.1,90,-0.199999999999999,10,1,TRUE
tt7718088,289,291,Bonding,2019,18+,7.2/10,70/100,1,0,0,0,1,7.2,7.1,18907,tvSeries,"Fuzzy (title exact, year +-1)",-0.100000000000001,7.2,14110,-0.100000000000001,4797,1,TRUE
tt7726152,5288,5635,Marvel Super Hero Adventures,2017,all,6.3/10,39/100,0,0,0,1,1,6.3,5.6,257,tvMiniSeries,Exact (title + year),-0.7,6.3,94,-0.7,163,1,TRUE
tt7736544,317,319,3Below: Tales of Arcadia,2018,7+,7.7/10,69/100,1,0,0,0,1,7.7,7.6,8544,tvSeries,Exact (title + year),-0.100000000000001,7.7,4727,-0.100000000000001,3817,1,TRUE
tt7737404,3185,3316,The Grill Dads,2017,7+,7.6/10,35/100,0,1,0,0,1,7.6,7.7,41,tvSeries,Exact (title + year),0.100000000000001,7.6,32,0.100000000000001,9,1,TRUE
tt7737500,1536,1542,We Speak Dance,2018,7+,7.6/10,42/100,1,0,0,0,1,7.6,7.3,170,tvSeries,Exact (title + year),-0.3,7.6,137,-0.3,33,1,TRUE
tt7741824,437,439,The Boss Baby: Back in Business,2018,7+,6.5/10,65/100,1,0,0,0,1,6.5,6.5,5277,tvSeries,Exact (title + year),0,6.5,2664,0,2613,1,TRUE
tt7741830,1292,1295,The Epic Tales of Captain Underpants,2018,7+,6.7/10,47/100,1,0,0,0,1,6.7,6.8,1629,tvSeries,Exact (title + year),0.0999999999999996,6.7,682,0.0999999999999996,947,1,TRUE
tt7745956,177,178,She-Ra and the Princesses of Power,2018,all,7.9/10,75/100,1,0,0,0,1,7.9,8.1,22592,tvSeries,Exact (title + year),0.199999999999999,7.9,11270,0.199999999999999,11322,1,TRUE
tt7752034,584,587,Somebody Feed Phil,2018,16+,8.2/10,61/100,1,0,0,0,1,8.2,8.3,7914,tvSeries,Exact (title + year),0.100000000000001,8.2,3795,0.100000000000001,4119,1,TRUE
tt7753090,2791,2903,The Menendez Murders: Erik Tells All,2017,"",7.5/10,51/100,0,1,0,0,1,7.5,7.4,469,tvSeries,Exact (title + year),-0.0999999999999996,7.4,233,0,236,1,TRUE
tt7759016,5146,5479,Encore!,2019,7+,7.7/10,56/100,0,0,0,1,1,7.7,7.6,726,tvSeries,Exact (title + year),-0.100000000000001,7.7,546,-0.100000000000001,180,1,TRUE
tt7763662,518,521,Rotten,2018,18+,7.2/10,63/100,1,0,0,0,1,7.2,7.2,4257,tvSeries,Exact (title + year),0,7.2,3263,0,994,1,TRUE
tt7765404,3491,3651,Wayne,2019,18+,8.4/10,78/100,0,0,1,0,1,8.4,8.3,24343,tvSeries,Exact (title + year),-0.0999999999999996,8.4,11802,-0.0999999999999996,12541,1,TRUE
tt7767422,62,63,Sex Education,2019,18+,8.3/10,84/100,1,0,0,0,1,8.3,8.2,401523,tvSeries,Exact (title + year),-0.100000000000001,8.3,171410,-0.100000000000001,230113,1,TRUE
tt7768166,2533,2629,Gordon Ramsay's 24 Hours to Hell and Back,2018,16+,7.3/10,58/100,0,1,0,0,1,7.3,7.2,1730,tvSeries,Exact (title + year),-0.0999999999999996,7.3,1112,-0.0999999999999996,618,1,TRUE
tt7768848,149,150,Wild Wild Country,2018,16+,8.1/10,77/100,1,0,0,0,1,8.1,8,38945,tvMiniSeries,Exact (title + year),-0.0999999999999996,8.2,26190,-0.199999999999999,12755,1,TRUE
tt7769340,1857,1865,Jojo's World,2017,"",6.6/10,31/100,1,0,0,0,1,6.6,7.4,48,tvSeries,Exact (title + year),0.800000000000001,6.7,31,0.7,17,1,TRUE
tt7772602,303,305,In the Dark,2019,16+,7.5/10,69/100,1,0,0,0,1,7.5,7.5,16819,tvSeries,Exact (title + year),0,7.5,6694,0,10125,1,TRUE
tt7776244,1183,1186,Terrace House: Opening New Doors,2017,"",7.8/10,49/100,1,0,0,0,1,7.8,7.8,1176,tvSeries,Exact (title + year),0,7.8,847,0,329,1,TRUE
tt7785420,1232,1235,Women of the Night,2019,18+,6.2/10,48/100,1,0,0,0,1,6.2,6.3,1216,tvSeries,Exact (title + year),0.0999999999999996,6.2,724,0.0999999999999996,492,1,TRUE
