tconst,V1,ID,Title,Year,Age,IMDb,Rotten_Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,IMDb_catalog_2021,IMDb_rating_2026,IMDb_ratecount_2026,imdb_title_type,Match_Confidence_Current,rating_change,IMDb_rating_2021,IMDb_ratecount_2021,rating_change_2021_2026,ratecount_change_2021_2026,n_platforms,exclusive
tt0040051,4006,4289,Studio One,1948,"",7.8/10,43/100,0,0,1,0,1,7.8,7.5,361,tvSeries,Exact (title + year),-0.3,7.8,206,-0.3,155,1,TRUE
tt0043208,2146,2187,I Love Lucy,1951,all,8.4/10,72/100,0,1,0,0,1,8.4,8.5,31069,tvSeries,Exact (title + year),0.0999999999999996,8.4,22469,0.0999999999999996,8600,1,TRUE
tt0043225,3856,4122,The Roy Rogers Show,1951,"",7.2/10,48/100,0,0,1,0,1,7.2,7.1,790,tvSeries,Exact (title + year),-0.100000000000001,7.2,625,-0.100000000000001,165,1,TRUE
tt0044269,3937,4212,I Married Joan,1952,"",7.9/10,45/100,0,0,1,0,1,7.9,7.7,441,tvSeries,Exact (title + year),-0.2,7.8,318,-0.0999999999999996,123,1,TRUE
tt0045407,4153,4448,Life with Elizabeth,1953,"",7.1/10,38/100,0,0,1,0,1,7.1,7.4,383,tvSeries,"Fuzzy (title exact, year +-1)",0.300000000000001,7.1,208,0.300000000000001,175,1,TRUE
tt0045435,4119,4412,Private Secretary,1953,"",8.0/10,40/100,0,0,1,0,1,8,7.9,235,tvSeries,Exact (title + year),-0.0999999999999996,8,153,-0.0999999999999996,82,1,TRUE
tt0046600,3712,3946,Father Knows Best,1954,all,7.4/10,54/100,0,0,1,0,1,7.4,7.4,2971,tvSeries,Exact (title + year),0,7.4,1970,0,1001,1,TRUE
tt0047708,2195,2244,Alfred Hitchcock Presents,1955,16+,8.5/10,70/100,0,1,0,0,1,8.5,8.5,20737,tvSeries,Exact (title + year),0,8.5,15194,0,5543,1,TRUE
tt0047734,3878,4146,Fury,1955,"",7.4/10,47/100,0,0,1,0,1,7.4,7.4,648,tvSeries,Exact (title + year),0,7.4,438,0,210,1,TRUE
tt0047757,5216,5558,The Mickey Mouse Club,1955,all,7.7/10,48/100,0,0,0,1,1,7.7,7.6,947,tvSeries,Exact (title + year),-0.100000000000001,7.7,667,-0.100000000000001,280,1,TRUE
tt0050002,4197,4493,The Californians,1957,"",7.3/10,38/100,0,0,1,0,1,7.3,6.7,180,tvSeries,Exact (title + year),-0.6,7.2,67,-0.5,113,1,TRUE
tt0050022,2862,2981,The Gumby Show,1955,all,7.0/10,48/100,0,1,1,0,1,7,7,1716,tvSeries,"Fuzzy (title exact, year +-1)",0,7,1404,0,312,2,FALSE
tt0050053,3788,4038,The Real McCoys,1957,16+,7.6/10,51/100,0,0,1,0,1,7.6,7.6,1477,tvSeries,Exact (title + year),0,7.5,881,0.0999999999999996,596,1,TRUE
tt0051329,3883,4153,Yancy Derringer,1958,"",7.8/10,47/100,0,0,1,0,1,7.8,7.8,552,tvSeries,Exact (title + year),0,8,310,-0.2,242,1,TRUE
tt0052442,3759,4002,One Step Beyond,1959,all,7.8/10,52/100,0,0,1,0,1,7.8,7.8,2161,tvSeries,Exact (title + year),0,7.8,1318,0,843,1,TRUE
tt0052445,3815,4068,Bat Masterson,1958,16+,7.4/10,50/100,0,0,1,0,1,7.4,7.3,1386,tvSeries,Exact (title + year),-0.100000000000001,7.4,889,-0.100000000000001,497,1,TRUE
tt0052505,3890,4160,The Rebel,1959,"",7.8/10,47/100,0,0,1,0,1,7.8,7.8,783,tvSeries,Exact (title + year),0,7.8,474,0,309,1,TRUE
tt0052520,1981,1999,The Twilight Zone,1959,7+,9.0/10,86/100,0,1,0,0,1,9,9,109661,tvSeries,Exact (title + year),0,9,73328,0,36333,1,TRUE
tt0053479,3531,3708,The Andy Griffith Show,1960,all,8.3/10,70/100,0,0,1,0,1,8.3,8.4,19124,tvSeries,Exact (title + year),0.0999999999999996,8.3,12710,0.0999999999999996,6414,1,TRUE
tt0053494,2555,2652,Coronation Street,1960,7+,5.6/10,58/100,0,1,0,0,1,5.6,5.6,6671,tvSeries,Exact (title + year),0,5.6,4954,0,1717,1,TRUE
tt0053546,3678,3908,Thriller,1960,"",8.2/10,56/100,1,0,1,0,1,8.2,8.2,1885,tvSeries,Exact (title + year),0,8.2,1253,0,632,2,FALSE
tt0054533,2385,2460,The Dick Van Dyke Show,1961,all,8.3/10,63/100,0,1,0,0,1,8.3,8.5,13312,tvSeries,Exact (title + year),0.199999999999999,8.3,9112,0.199999999999999,4200,1,TRUE
tt0054557,2442,2527,Mister Ed,1961,all,7.0/10,61/100,0,1,0,0,1,7,6.9,5208,tvSeries,Exact (title + year),-0.0999999999999996,7,3765,-0.0999999999999996,1443,1,TRUE
tt0055673,4005,4288,Fireball XL5,1962,7+,7.3/10,43/100,0,0,1,0,1,7.3,7.2,837,tvSeries,Exact (title + year),-0.0999999999999996,7.3,505,-0.0999999999999996,332,1,TRUE
tt0055686,2664,2767,The Lucy Show,1962,7+,7.2/10,55/100,0,1,0,0,1,7.2,7.2,3557,tvSeries,Exact (title + year),0,7.2,2325,0,1232,1,TRUE
tt0055689,2581,2679,McHale's Navy,1962,all,7.4/10,57/100,0,1,0,0,1,7.4,7.4,3651,tvSeries,Exact (title + year),0,7.4,2490,0,1161,1,TRUE
tt0056758,2410,2488,General Hospital,1963,16+,6.5/10,62/100,0,1,0,0,1,6.5,6.7,6286,tvSeries,Exact (title + year),0.2,6.5,4391,0.2,1895,1,TRUE
tt0056775,2651,2753,My Favorite Martian,1963,all,7.3/10,55/100,0,1,0,1,1,7.3,7.2,3423,tvSeries,Exact (title + year),-0.0999999999999996,7.3,2213,-0.0999999999999996,1210,2,FALSE
tt0057786,3848,4109,Stingray,1964,"",7.3/10,49/100,0,0,1,0,1,7.3,7.3,1641,tvSeries,Exact (title + year),0,7.3,1091,0,550,1,TRUE
tt0057790,3677,3906,Thunderbirds,1965,7+,7.9/10,56/100,0,0,1,0,1,7.9,7.9,5723,tvSeries,Exact (title + year),0,7.9,4049,0,1674,1,TRUE
tt0058846,3795,4046,Secret Agent,1965,7+,8.2/10,51/100,0,0,1,0,1,8.2,8.2,1748,tvSeries,"Fuzzy (title exact, year +-1)",0,8.2,1168,0,580,1,TRUE
tt0059973,3847,4108,Captain Scarlet and the Mysterons,1967,all,7.8/10,49/100,0,0,1,0,1,7.8,7.8,2166,tvSeries,Exact (title + year),0,7.8,1500,0,666,1,TRUE
tt0059975,4152,4447,Cool McCool,1966,7+,7.2/10,38/100,0,0,1,0,1,7.2,6.9,216,tvSeries,Exact (title + year),-0.3,7.2,137,-0.3,79,1,TRUE
tt0059978,3612,3819,Dark Shadows,1966,7+,7.5/10,62/100,0,0,1,0,1,7.5,8.1,6035,tvSeries,Exact (title + year),0.6,8,4156,0.0999999999999996,1879,1,TRUE
tt0060009,3597,3800,Mission: Impossible,1966,7+,7.6/10,63/100,0,0,1,0,1,7.6,7.9,13025,tvSeries,Exact (title + year),0.300000000000001,7.9,8387,0,4638,1,TRUE
tt0060028,84,85,Star Trek,1966,7+,8.3/10,82/100,1,1,1,0,1,8.3,8.4,101510,tvSeries,Exact (title + year),0.0999999999999996,8.3,75379,0.0999999999999996,26131,3,FALSE
tt0061240,3570,3767,The Carol Burnett Show,1967,all,8.7/10,65/100,0,0,1,0,1,8.7,8.7,8256,tvSeries,Exact (title + year),0,8.8,5253,-0.100000000000001,3003,1,TRUE
tt0061266,2498,2590,Ironside,1967,7+,6.9/10,59/100,0,1,0,0,1,6.9,6.9,4771,tvSeries,Exact (title + year),0,6.9,3175,0,1596,1,TRUE
tt0062570,3762,4005,Here's Lucy,1968,all,6.9/10,52/100,0,0,1,0,1,6.9,6.9,2006,tvSeries,Exact (title + year),0,6.9,1291,0,715,1,TRUE
tt0062588,3565,3759,Mister Rogers' Neighborhood,1968,all,8.6/10,65/100,0,0,1,0,1,8.6,8.8,10604,tvSeries,Exact (title + year),0.200000000000001,8.6,7920,0.200000000000001,2684,1,TRUE
tt0062601,3723,3957,Rowan & Martin's Laugh-In,1967,7+,8.0/10,54/100,0,0,1,0,1,8,8,4242,tvSeries,Exact (title + year),0,8,2652,0,1590,1,TRUE
tt0063878,2373,2445,The Brady Bunch,1969,all,6.7/10,63/100,0,1,0,0,1,6.7,6.8,17195,tvSeries,Exact (title + year),0.0999999999999996,6.7,12775,0.0999999999999996,4420,1,TRUE
tt0063894,2771,2883,The Dick Cavett Show,1968,"",8.4/10,51/100,0,1,0,0,1,8.4,8.3,1008,tvSeries,Exact (title + year),-0.0999999999999996,8.3,667,0,341,1,TRUE
tt0063895,4058,4344,Doctor in the House,1969,"",7.6/10,42/100,0,0,1,0,1,7.6,7.4,475,tvSeries,Exact (title + year),-0.199999999999999,7.6,344,-0.199999999999999,131,1,TRUE
tt0063929,96,97,Monty Python's Flying Circus,1969,16+,8.8/10,81/100,1,0,0,0,1,8.8,8.8,87568,tvSeries,Exact (title + year),0,8.8,68780,0,18788,1,TRUE
tt0063951,2172,2218,Sesame Street,1969,all,8.1/10,71/100,0,1,1,0,1,8.1,8.1,17219,tvSeries,Exact (title + year),0,8.1,12340,0,4879,2,FALSE
tt0065314,2345,2414,The Mary Tyler Moore Show,1970,7+,8.1/10,64/100,0,1,0,0,1,8.1,8.3,11359,tvSeries,Exact (title + year),0.200000000000001,8.1,7235,0.200000000000001,4124,1,TRUE
tt0066625,2565,2663,Alias Smith and Jones,1971,7+,7.6/10,57/100,0,1,0,0,1,7.6,7.6,2787,tvSeries,Exact (title + year),0,7.6,1748,0,1039,1,TRUE
tt0066651,2587,2686,The Electric Company,1971,all,8.1/10,57/100,0,1,1,0,1,8.1,8.2,2614,tvSeries,Exact (title + year),0.0999999999999996,8.1,1807,0.0999999999999996,807,2,FALSE
tt0068049,2409,2487,The Bob Newhart Show,1972,all,8.1/10,62/100,0,1,0,0,1,8.1,8.1,7664,tvSeries,Exact (title + year),0,8.1,5057,0,2607,1,TRUE
tt0068098,2097,2134,M*A*S*H,1972,7+,8.4/10,75/100,0,1,0,0,1,8.4,8.5,69736,tvSeries,Exact (title + year),0.0999999999999996,8.4,51354,0.0999999999999996,18382,1,TRUE
tt0069599,2471,2560,Kojak,1973,16+,7.1/10,60/100,0,1,0,0,1,7.1,7.1,10111,tvSeries,Exact (title + year),0,7.1,6868,0,3243,1,TRUE
tt0069608,2646,2748,Match Game,1973,7+,8.3/10,55/100,0,1,1,0,1,8.3,8.3,2756,tvSeries,Exact (title + year),0,8.3,1764,0,992,2,FALSE
tt0069632,3962,4240,Sigmund and the Sea Monsters,1973,all,6.9/10,45/100,0,0,1,0,1,6.9,6.9,1072,tvSeries,Exact (title + year),0,6.9,756,0,316,1,TRUE
tt0072506,3076,3204,Good Morning America,1975,all,4.5/10,41/100,0,1,0,0,1,4.5,4.4,2258,tvSeries,Exact (title + year),-0.0999999999999996,4.6,1354,-0.199999999999999,904,1,TRUE
tt0072547,4087,4374,Moses the Lawgiver,1975,all,6.1/10,41/100,0,0,1,0,1,6.1,6.1,636,tvMiniSeries,"Fuzzy (title exact, year +-1)",0,6.1,478,0,158,1,TRUE
tt0072562,2101,2138,Saturday Night Live,1975,16+,8.0/10,75/100,0,1,0,0,1,8,8,58062,tvSeries,Exact (title + year),0,8,44271,0,13791,1,TRUE
tt0072573,3068,3196,Swiss Family Robinson,1974,7+,7.0/10,41/100,0,1,0,1,1,7,6.4,273,tvSeries,"Fuzzy (title exact, year +-1)",-0.6,6.7,169,-0.3,104,2,FALSE
tt0072584,840,843,Wheel of Fortune,1983,all,6.7/10,55/100,1,0,0,0,1,6.7,6.7,4094,tvSeries,Exact (title + year),0,6.7,2748,0,1346,1,TRUE
tt0074028,5067,5390,The Muppet Show,1976,all,8.4/10,78/100,0,0,0,1,1,8.4,8.4,27940,tvSeries,Exact (title + year),0,8.4,22978,0,4962,1,TRUE
tt0075520,3546,3733,Jesus of Nazareth,1977,7+,8.5/10,68/100,0,0,1,0,1,8.5,8.5,27694,tvMiniSeries,Exact (title + year),0,8.5,20581,0,7113,1,TRUE
tt0075592,3731,3968,Tales of the Unexpected,1979,7+,7.7/10,54/100,0,0,1,0,1,7.7,7.6,2949,tvSeries,Exact (title + year),-0.100000000000001,7.7,1730,-0.100000000000001,1219,1,TRUE
tt0076984,2194,2243,Battlestar Galactica,1978,7+,7.2/10,70/100,0,1,0,0,1,7.2,7.2,19318,tvSeries,Exact (title + year),0,7.2,14262,0,5056,1,TRUE
tt0077003,2469,2558,Diff'rent Strokes,1978,all,6.6/10,60/100,0,1,0,0,1,6.6,6.7,13659,tvSeries,Exact (title + year),0.100000000000001,6.6,9934,0.100000000000001,3725,1,TRUE
tt0077031,2305,2367,The Incredible Hulk,1977,7+,7.0/10,66/100,0,1,0,1,1,7,7,18232,tvSeries,Exact (title + year),0,7,12187,0,6045,2,FALSE
tt0077042,3816,4069,Lillie,1978,"",8.1/10,50/100,0,0,1,0,1,8.1,8.1,790,tvMiniSeries,Exact (title + year),0,8.1,534,0,256,1,TRUE
tt0077089,2313,2375,Taxi,1978,7+,7.7/10,66/100,0,1,0,0,1,7.7,7.7,17859,tvSeries,Exact (title + year),0,7.7,11946,0,5913,1,TRUE
tt0077101,2534,2630,The White Shadow,1978,"",8.0/10,58/100,0,1,0,0,1,8,8,1736,tvSeries,Exact (title + year),0,8,1143,0,593,1,TRUE
tt0080231,3753,3996,Hammer House of Horror,1980,18+,7.7/10,52/100,0,0,1,0,1,7.7,7.4,2673,tvSeries,Exact (title + year),-0.3,7.7,1656,-0.3,1017,1,TRUE
tt0080240,3528,3704,"Magnum, P.I.",1980,7+,7.5/10,70/100,0,0,1,0,1,7.5,7.5,31971,tvSeries,Exact (title + year),0,7.5,22943,0,9028,1,TRUE
tt0080289,3940,4216,Tenspeed and Brown Shoe,1980,7+,7.6/10,45/100,0,0,1,0,1,7.6,7.5,636,tvSeries,Exact (title + year),-0.0999999999999996,7.6,392,-0.0999999999999996,244,1,TRUE
tt0081848,915,918,Danger Mouse,1981,7+,7.4/10,54/100,1,0,0,0,1,7.4,7.4,4296,tvSeries,Exact (title + year),0,7.4,3236,0,1060,1,TRUE
tt0081859,2455,2542,The Fall Guy,1981,16+,7.0/10,60/100,0,1,0,0,1,7,7.1,10920,tvSeries,Exact (title + year),0.0999999999999996,7,6672,0.0999999999999996,4248,1,TRUE
tt0081864,4108,4398,Flickers,1980,all,8.2/10,40/100,0,0,1,0,1,8.2,8,216,tvMiniSeries,Exact (title + year),-0.199999999999999,8.2,159,-0.199999999999999,57,1,TRUE
tt0081873,2346,2415,Hill Street Blues,1981,16+,8.1/10,64/100,0,1,0,0,1,8.1,8.2,11915,tvSeries,Exact (title + year),0.0999999999999996,8.1,7741,0.0999999999999996,4174,1,TRUE
tt0083395,3664,3890,Cagney & Lacey,1982,7+,6.8/10,57/100,0,0,1,0,1,6.8,6.9,6013,tvSeries,"Fuzzy (title exact, year +-1)",0.100000000000001,6.8,3566,0.100000000000001,2447,1,TRUE
tt0083399,2011,2036,Cheers,1982,7+,7.9/10,82/100,0,1,1,0,1,7.9,8,68566,tvSeries,Exact (title + year),0.0999999999999996,7.9,49245,0.0999999999999996,19321,2,FALSE
tt0083470,2339,2406,Remington Steele,1982,7+,7.2/10,64/100,0,1,0,0,1,7.2,7.3,10991,tvSeries,Exact (title + year),0.0999999999999996,7.2,7711,0.0999999999999996,3280,1,TRUE
tt0083481,5150,5483,Spider-Man and His Amazing Friends,1981,7+,7.2/10,56/100,0,0,0,1,1,7.2,7.1,4669,tvSeries,Exact (title + year),-0.100000000000001,7.2,3059,-0.100000000000001,1610,1,TRUE
tt0083483,2460,2547,St. Elsewhere,1982,7+,7.9/10,60/100,0,1,0,0,1,7.9,8,5906,tvSeries,Exact (title + year),0.0999999999999996,7.9,3925,0.0999999999999996,1981,1,TRUE
tt0083501,4175,4470,We'll Meet Again,1982,7+,7.1/10,38/100,0,0,1,0,1,7.1,7.2,247,tvMiniSeries,Exact (title + year),0.100000000000001,7.1,159,0.100000000000001,88,1,TRUE
tt0085052,3958,4235,Mansfield Park,1983,all,6.8/10,45/100,0,0,1,0,1,6.8,6.7,1344,tvMiniSeries,Exact (title + year),-0.0999999999999996,6.8,956,-0.0999999999999996,388,1,TRUE
tt0085060,3906,4178,Mr. Wizard's World,1983,all,8.1/10,46/100,0,0,1,0,1,8.1,8.2,848,tvSeries,Exact (title + year),0.0999999999999996,8.1,691,0.0999999999999996,157,1,TRUE
tt0085075,3620,3832,Reading Rainbow,1983,all,8.4/10,61/100,0,0,1,0,1,8.4,8.4,5806,tvSeries,Exact (title + year),0,8.4,4040,0,1766,1,TRUE
tt0085107,4013,4296,Wagner,1983,"",7.7/10,43/100,0,0,1,0,1,7.7,7.5,698,tvMiniSeries,Exact (title + year),-0.2,7.7,454,-0.2,244,1,TRUE
tt0085109,2775,2887,Webster,1983,all,5.7/10,51/100,0,1,0,0,1,5.7,5.8,3681,tvSeries,Exact (title + year),0.0999999999999996,5.7,2742,0.0999999999999996,939,1,TRUE
tt0086660,4010,4293,1st & Ten,1984,"",6.5/10,43/100,0,0,1,0,1,6.5,6.6,660,tvSeries,Exact (title + year),0.0999999999999996,6.5,409,0.0999999999999996,251,1,TRUE
tt0086687,3547,3734,The Cosby Show,1984,all,7.3/10,68/100,0,0,1,0,1,7.3,7.4,39139,tvSeries,Exact (title + year),0.100000000000001,7.3,31969,0.100000000000001,7170,1,TRUE
tt0086760,3830,4085,Mike Hammer,1984,7+,6.9/10,49/100,0,0,1,0,1,6.9,6.9,1477,tvSeries,Exact (title + original-language year),0,6.9,977,0,500,1,TRUE
tt0086791,2472,2561,Robin of Sherwood,1984,7+,8.5/10,60/100,0,1,1,0,1,8.5,8.4,5552,tvSeries,Exact (title + year),-0.0999999999999996,8.5,4109,-0.0999999999999996,1443,2,FALSE
tt0086815,563,566,Thomas & Friends,1984,all,6.6/10,62/100,1,0,1,0,1,6.6,6.5,8275,tvSeries,"Fuzzy (title exact, year +-1)",-0.0999999999999996,6.6,3996,-0.0999999999999996,4279,2,FALSE
tt0088473,5242,5586,Adventures in Wonderland,1992,7+,8.0/10,46/100,0,0,0,1,1,8,7.8,996,tvSeries,Exact (title + year),-0.2,8,625,-0.2,371,1,TRUE
tt0088485,2954,3079,Bleak House,1985,"",7.6/10,45/100,0,1,0,0,1,7.6,7.6,472,tvSeries,Exact (title + original-language year),0,7.6,345,0,127,1,TRUE
tt0088515,5205,5545,Star Wars: Ewoks,1985,all,6.1/10,49/100,0,0,0,1,1,6.1,5.9,2631,tvSeries,Exact (title + year),-0.199999999999999,6.1,1693,-0.199999999999999,938,1,TRUE
tt0088526,2127,2165,The Golden Girls,1985,7+,8.0/10,74/100,0,1,0,0,1,8,8.2,53411,tvSeries,Exact (title + year),0.199999999999999,7.9,32760,0.299999999999999,20651,1,TRUE
tt0088551,3819,4073,The Last Place on Earth,1985,"",8.2/10,50/100,0,0,1,0,1,8.2,8,509,tvMiniSeries,Exact (title + year),-0.199999999999999,8.2,380,-0.199999999999999,129,1,TRUE
tt0088591,3715,3949,The Ray Bradbury Theater,1985,"",7.5/10,54/100,0,0,1,0,1,7.5,7.3,1979,tvSeries,Exact (title + year),-0.2,7.5,1186,-0.2,793,1,TRUE
tt0088621,2659,2761,Taggart,1983,18+,7.3/10,55/100,0,1,0,0,1,7.3,7.4,2361,tvSeries,Exact (title + year),0.100000000000001,7.3,1424,0.100000000000001,937,1,TRUE
tt0088631,2278,2337,ThunderCats,1985,7+,7.9/10,67/100,0,1,0,0,1,7.9,7.9,20716,tvSeries,Exact (title + year),0,7.9,16494,0,4222,1,TRUE
tt0090390,3543,3727,ALF,1986,all,7.4/10,68/100,0,0,1,0,1,7.4,7.4,42879,tvSeries,Exact (title + year),0,7.4,32352,0,10527,1,TRUE
tt0090418,2485,2577,Designing Women,1986,7+,7.1/10,59/100,0,1,0,0,1,7.1,7.3,8050,tvSeries,Exact (title + year),0.2,7.1,4834,0.2,3216,1,TRUE
tt0090501,2438,2522,Perfect Strangers,1986,7+,7.2/10,61/100,0,1,1,0,1,7.2,7.2,12329,tvSeries,Exact (title + year),0,7.2,8920,0,3409,2,FALSE
tt0092325,3744,3984,The Bold and the Beautiful,1987,16+,3.4/10,53/100,0,0,1,0,1,3.4,3.5,8933,tvSeries,Exact (title + year),0.1,3.4,7153,0.1,1780,1,TRUE
tt0092339,3659,3882,A Different World,1987,7+,6.9/10,58/100,0,0,1,0,1,6.9,7.1,9111,tvSeries,Exact (title + year),0.199999999999999,6.9,5932,0.199999999999999,3179,1,TRUE
tt0092345,5080,5404,DuckTales,1987,7+,8.1/10,69/100,0,0,0,1,1,8.1,8,38012,tvSeries,Exact (title + year),-0.0999999999999996,8.1,29995,-0.0999999999999996,8017,1,TRUE
tt0092359,2177,2223,Full House,1987,all,6.7/10,71/100,0,1,0,0,1,6.7,6.8,67593,tvSeries,Exact (title + year),0.0999999999999996,6.7,53905,0.0999999999999996,13688,1,TRUE
tt0092363,2743,2848,"Good Morning, Miss Bliss",1988,all,6.8/10,53/100,0,1,0,0,1,6.8,6.8,2422,tvSeries,"Fuzzy (title exact, year +-1)",0,6.8,1677,0,745,1,TRUE
tt0092368,2926,3049,Hello Kitty's Furry Tale Theater,1987,all,6.4/10,46/100,0,1,0,0,1,6.4,6.8,268,tvSeries,Exact (title + year),0.399999999999999,6.3,131,0.5,137,1,TRUE
tt0092383,3598,3802,The Storyteller,1988,"",8.9/10,62/100,0,0,1,0,1,8.9,8.8,5792,tvSeries,"Fuzzy (title exact, year +-1)",-0.0999999999999996,8.9,4150,-0.0999999999999996,1642,1,TRUE
tt0092400,2132,2171,Married... with Children,1987,7+,8.0/10,73/100,0,1,0,0,1,8,8.1,118617,tvSeries,Exact (title + year),0.0999999999999996,8,98056,0.0999999999999996,20561,1,TRUE
tt0092428,3959,4236,Porterhouse Blue,1987,18+,7.6/10,45/100,0,0,1,0,1,7.6,7.6,583,tvMiniSeries,Exact (title + year),0,7.7,410,-0.100000000000001,173,1,TRUE
tt0092455,40,41,Star Trek: The Next Generation,1987,7+,8.6/10,86/100,1,1,1,0,1,8.6,8.7,150767,tvSeries,Exact (title + year),0.0999999999999996,8.6,104632,0.0999999999999996,46135,3,FALSE
tt0094415,2726,2831,America's Most Wanted,1988,7+,7.3/10,53/100,0,1,0,0,1,7.3,7.2,2389,tvSeries,Exact (title + original-language year),-0.0999999999999996,7.3,1859,-0.0999999999999996,530,1,TRUE
tt0094416,3587,3788,American Experience,1988,7+,8.6/10,64/100,0,0,1,0,1,8.6,8.6,2540,tvSeries,Exact (title + year),0,8.6,1625,0,915,1,TRUE
tt0094469,2394,2470,Garfield and Friends,1988,7+,7.3/10,62/100,0,1,0,0,1,7.3,7.2,15141,tvSeries,Exact (title + year),-0.0999999999999996,7.3,10294,-0.0999999999999996,4847,1,TRUE
tt0094481,3703,3936,Home and Away,1988,7+,5.1/10,55/100,0,0,1,0,1,5.1,5.1,6938,tvSeries,Exact (title + year),0,5.1,5584,0,1354,1,TRUE
tt0094518,2924,3047,The Munsters Today,1988,"",5.2/10,46/100,0,1,0,0,1,5.2,5.2,749,tvSeries,Exact (title + year),0,5.3,497,-0.0999999999999996,252,1,TRUE
tt0094540,2141,2182,Roseanne,1988,7+,7.0/10,73/100,0,1,1,0,1,7,7.1,49618,tvSeries,Exact (title + year),0.0999999999999996,7,40262,0.0999999999999996,9356,2,FALSE
tt0094574,565,568,Unsolved Mysteries,1987,7+,8.2/10,61/100,1,1,1,0,1,8.2,8.3,7439,tvSeries,Exact (title + year),0.100000000000001,8.2,5120,0.100000000000001,2319,3,FALSE
tt0094576,3705,3938,A Very British Coup,1988,18+,8.3/10,55/100,0,0,1,0,1,8.3,8.2,1114,tvMiniSeries,Exact (title + year),-0.100000000000001,8.3,837,-0.100000000000001,277,1,TRUE
tt0094582,2149,2192,The Wonder Years,1988,7+,8.3/10,72/100,0,1,0,0,1,8.3,8.3,44023,tvSeries,Exact (title + year),0,8.3,34859,0,9164,1,TRUE
tt0096532,2445,2531,American Gladiators,1988,7+,6.5/10,61/100,0,1,0,0,1,6.5,6.6,3490,tvSeries,"Fuzzy (title exact, year +-1)",0.0999999999999996,6.5,2321,0.0999999999999996,1169,1,TRUE
tt0096542,2478,2569,Baywatch,1989,7+,5.3/10,60/100,0,1,1,0,1,5.3,5.5,33142,tvSeries,Exact (title + year),0.2,5.3,25643,0.2,7499,2,FALSE
tt0096557,5102,5430,Chip 'n' Dale Rescue Rangers,1989,all,7.6/10,63/100,0,0,0,1,1,7.6,7.6,23423,tvSeries,Exact (title + year),0,7.6,17698,0,5725,1,TRUE
tt0096563,3604,3809,Cops,1989,18+,7.0/10,62/100,0,0,1,0,1,7,7,7841,tvSeries,Exact (title + year),0,7,5508,0,2333,1,TRUE
tt0096569,2583,2682,"Doogie Howser, M.D.",1989,7+,6.5/10,57/100,0,1,0,0,1,6.5,6.5,10477,tvSeries,Exact (title + year),0,6.5,8052,0,2425,1,TRUE
tt0096579,2416,2494,Family Matters,1989,all,6.6/10,62/100,0,1,0,0,1,6.6,6.6,32270,tvSeries,Exact (title + year),0,6.6,25289,0,6981,1,TRUE
tt0096657,2003,2026,Mr. Bean,1990,all,8.5/10,82/100,0,1,1,0,1,8.5,8.6,152941,tvSeries,Exact (title + year),0.0999999999999996,8.5,105801,0.0999999999999996,47140,2,FALSE
tt0096686,2473,2562,Ranma ½,1989,16+,7.9/10,60/100,0,1,0,0,1,7.9,7.9,6640,tvSeries,Exact (title + original-language year),0,7.9,4722,0,1918,1,TRUE
tt0096694,2340,2407,Saved by the Bell,1989,all,7.0/10,64/100,0,1,0,0,1,7,7.1,40105,tvSeries,Exact (title + year),0.0999999999999996,7,32787,0.0999999999999996,7318,1,TRUE
tt0096697,1957,1968,The Simpsons,1989,7+,8.6/10,91/100,0,1,0,1,1,8.6,8.6,470917,tvSeries,Exact (title + year),0,8.6,372537,0,98380,2,FALSE
tt0097445,3943,4219,Goku Midnight Eye,1989,18+,6.9/10,45/100,0,0,1,0,1,6.9,6.8,1730,tvMiniSeries,Exact (title + year),-0.100000000000001,6.9,862,-0.100000000000001,868,1,TRUE
tt0098740,2520,2616,America's Funniest Home Videos,1989,7+,6.2/10,58/100,0,1,0,1,1,6.2,6.2,6396,tvSeries,Exact (title + year),0,6.2,4897,0,1499,2,FALSE
tt0098749,2254,2310,"Beverly Hills, 90210",1990,16+,6.4/10,68/100,0,1,0,0,1,6.4,6.6,41143,tvSeries,Exact (title + year),0.199999999999999,6.4,31968,0.199999999999999,9175,1,TRUE
tt0098889,4234,4530,Chillers,1990,"",6.7/10,36/100,0,0,1,0,1,6.7,6.4,197,tvSeries,Exact (title + year),-0.3,6.7,98,-0.3,99,1,TRUE
tt0098898,2093,2129,Prime Suspect,1991,18+,8.4/10,75/100,0,1,0,0,1,8.4,8.3,10861,tvMiniSeries,Exact (title + year),-0.0999999999999996,8.4,6937,-0.0999999999999996,3924,1,TRUE
tt0098904,1951,1962,Seinfeld,1989,16+,8.8/10,93/100,0,1,0,0,1,8.8,8.8,387025,tvSeries,Exact (title + year),0,8.8,261855,0,125170,1,TRUE
tt0098924,5116,5445,TaleSpin,1990,all,7.6/10,60/100,0,0,0,1,1,7.6,7.5,17213,tvSeries,Exact (title + year),-0.0999999999999996,7.6,13765,-0.0999999999999996,3448,1,TRUE
tt0098929,2380,2455,Tiny Toon Adventures,1990,all,7.5/10,63/100,0,1,0,0,1,7.5,7.5,15309,tvSeries,Exact (title + year),0,7.5,12190,0,3119,1,TRUE
