title,year,age,imdb_rating_catalog_2021,rotten_tomatoes,hulu,prime_video,disney_plus,n_platforms,exclusive,imdb_ratecount_2021,hours_viewed_2023,views_2023,available_globally_ever,available_globally_always,release_date_earliest,n_distinct_seasons,tconst,imdb_title_type
Baby,2018,18+,6.8,65/100,0,0,0,1,TRUE,9073,22900000,2700000,TRUE,TRUE,2018-11-30,3,tt7645192,tvSeries
Black Earth Rising,2018,16+,7.5,64/100,0,0,0,1,TRUE,4204,4200000,300000,TRUE,TRUE,2019-01-25,1,tt7660730,tvSeries
All About the Washingtons,2018,all,4.5,45/100,0,0,0,1,TRUE,626,3400000,400000,TRUE,TRUE,2018-08-10,1,tt7661368,tvSeries
Barbie Dreamhouse Adventures,2018,all,6.8,43/100,0,0,0,1,TRUE,393,76500000,11800000,TRUE,FALSE,,3,tt7661472,tvSeries
The Protector,2018,18+,6.7,61/100,0,0,0,1,TRUE,32645,83000000,6800000,TRUE,TRUE,2018-12-14,4,tt7668518,tvSeries
Messiah,2020,18+,7.6,70/100,0,0,0,1,TRUE,39272,33900000,1400000,TRUE,TRUE,2020-01-01,1,tt7671598,tvSeries
Ponysitters Club,2018,all,7.1,33/100,0,0,0,1,TRUE,94,6000000,800000,FALSE,FALSE,2018-08-10,2,tt7692572,tvSeries
Glitch Techs,2020,all,7.9,52/100,0,0,0,1,TRUE,773,21000000,2300000,TRUE,TRUE,2020-02-21,2,tt7697062,tvSeries
Mob Psycho 100,2018,all,5.2,40/100,0,0,0,1,TRUE,442,3900000,300000,TRUE,FALSE,2018-01-11,3,tt7701694,tvSeries
Bonding,2019,18+,7.2,70/100,0,0,0,1,TRUE,14110,5100000,1100000,TRUE,TRUE,2019-04-24,2,tt7718088,tvSeries
3Below: Tales of Arcadia,2018,7+,7.7,69/100,0,0,0,1,TRUE,4727,24700000,1900000,TRUE,TRUE,2018-12-21,2,tt7736544,tvSeries
The Boss Baby: Back in Business,2018,7+,6.5,65/100,0,0,0,1,TRUE,2664,130800000,11800000,TRUE,TRUE,2018-04-06,4,tt7741824,tvSeries
The Epic Tales of Captain Underpants,2018,7+,6.7,47/100,0,0,0,1,TRUE,682,68400000,6700000,TRUE,TRUE,2018-07-13,3,tt7741830,tvSeries
She-Ra and the Princesses of Power,2018,all,7.9,75/100,0,0,0,1,TRUE,11270,29900000,3000000,TRUE,TRUE,2018-11-13,5,tt7745956,tvSeries
Somebody Feed Phil,2018,16+,8.2,61/100,0,0,0,1,TRUE,3795,24300000,1900000,TRUE,TRUE,2018-01-12,6,tt7752034,tvSeries
Rotten,2018,18+,7.2,63/100,0,0,0,1,TRUE,3263,7400000,600000,TRUE,TRUE,2018-01-05,2,tt7763662,tvSeries
Sex Education,2019,18+,8.3,84/100,0,0,0,1,TRUE,171410,658700000,75600000,TRUE,TRUE,2019-01-11,4,tt7767422,tvSeries
Wild Wild Country,2018,16+,8.1,77/100,0,0,0,1,TRUE,26190,8800000,600000,TRUE,TRUE,2018-03-16,1,tt7768848,tvMiniSeries
Terrace House: Opening New Doors,2017,"",7.8,49/100,0,0,0,1,TRUE,847,8900000,700000,TRUE,FALSE,2017-12-18,6,tt7776244,tvSeries
Women of the Night,2019,18+,6.2,48/100,0,0,0,1,TRUE,724,10300000,700000,TRUE,TRUE,,1,tt7785420,tvSeries
The World's Most Extraordinary Homes,2017,"",7.6,56/100,0,0,0,1,TRUE,3052,100000,,FALSE,FALSE,,1,tt7804132,tvSeries
Raising Dion,2019,7+,7.2,71/100,0,0,0,1,TRUE,9363,71100000,4600000,TRUE,TRUE,2019-10-04,2,tt7826108,tvSeries
My Next Guest Needs No Introduction With David Letterman,2018,18+,7.9,59/100,0,0,0,1,TRUE,4877,6400000,500000,TRUE,TRUE,2018-01-12,4,tt7829834,tvSeries
On My Block,2018,16+,8,75/100,0,0,0,1,TRUE,11669,86900000,8000000,TRUE,TRUE,2018-03-16,4,tt7879820,tvSeries
Dirty Money,2018,16+,8.1,74/100,0,0,0,1,TRUE,8220,7300000,500000,TRUE,TRUE,2018-01-26,2,tt7889220,tvSeries
Record of Grancrest War,2018,18+,7.2,53/100,0,0,0,1,TRUE,641,400000,,FALSE,FALSE,,1,tt7897050,tvSeries
Safe,2018,18+,7.3,73/100,1,0,0,2,FALSE,34272,33000000,2800000,TRUE,TRUE,2018-05-10,1,tt7902072,tvMiniSeries
Ugly Delicious,2018,18+,7.8,63/100,0,0,0,1,TRUE,3212,2200000,200000,TRUE,TRUE,2018-02-23,2,tt7907916,tvSeries
72 Dangerous Animals: Latin America,2017,16+,6.6,47/100,0,0,0,1,TRUE,463,19100000,800000,TRUE,TRUE,2017-12-22,1,tt7909708,tvMiniSeries
Unbelievable,2019,18+,8.4,84/100,0,0,0,1,TRUE,79373,55400000,4400000,TRUE,TRUE,2019-09-13,1,tt7909970,tvMiniSeries
My Mister,2018,"",9.1,66/100,0,0,0,1,TRUE,3663,28300000,500000,TRUE,TRUE,,1,tt7923710,tvSeries
Drug Lords,2018,18+,6.8,50/100,0,0,0,1,TRUE,1117,13400000,2100000,TRUE,TRUE,2018-01-19,2,tt7935522,tvSeries
Paul Hollywood's Big Continental Road Trip,2017,"",,13/100,0,0,0,1,TRUE,184,700000,100000,TRUE,TRUE,2017-09-29,1,tt7936386,tvSeries
Twice Upon a Time,2019,"",6.2,44/100,0,0,0,1,TRUE,750,1000000,200000,TRUE,TRUE,2019-12-19,1,tt7943036,tvMiniSeries
B: The Beginning,2018,18+,7.2,61/100,0,0,0,1,TRUE,4168,5300000,400000,TRUE,TRUE,2018-03-02,1,tt7944664,tvSeries
Nicky Jam: El Ganador,2018,"",7.8,54/100,0,0,0,1,TRUE,998,10600000,500000,TRUE,TRUE,2018-11-30,1,tt7949200,tvSeries
Chambers,2019,16+,6.5,58/100,0,0,0,1,TRUE,7652,15100000,1000000,TRUE,TRUE,2019-04-26,1,tt7949204,tvSeries
The Last Czars,2019,"",7.3,54/100,0,0,0,1,TRUE,6784,8600000,900000,TRUE,TRUE,2019-07-03,1,tt7949606,tvMiniSeries
Edha,2018,18+,4.8,36/100,0,0,0,1,TRUE,588,3000000,300000,TRUE,TRUE,2018-03-16,1,tt7956274,tvMiniSeries
Cleo & Cuquin,2018,7+,8,40/100,0,0,0,1,TRUE,78,45000000,3200000,TRUE,FALSE,,2,tt7956374,tvSeries
MEGALOBOX,2018,16+,7.8,59/100,1,0,0,2,FALSE,2490,200000,,FALSE,FALSE,,1,tt7965802,tvSeries
Rainbow Rangers,2018,all,5.4,44/100,0,0,0,1,TRUE,135,15900000,600000,FALSE,FALSE,,2,tt7967882,tvSeries
The Politician,2019,16+,7.5,71/100,0,0,0,1,TRUE,19214,5600000,400000,TRUE,TRUE,2019-09-27,2,tt7971476,tvSeries
Live,2018,16+,8.4,52/100,0,0,0,1,TRUE,947,3100000,,FALSE,FALSE,2018-03-16,1,tt7976532,tvSeries
Numberblocks,2017,all,8.1,45/100,0,0,0,1,TRUE,120,48800000,13400000,FALSE,FALSE,,6,tt7978538,tvSeries
Sword Art Online Alternative: Gun Gale Online,2018,16+,6.9,52/100,1,0,0,2,FALSE,1779,800000,100000,FALSE,FALSE,,1,tt7978710,tvSeries
Rapture,2018,18+,7.2,51/100,0,0,0,1,TRUE,497,200000,,TRUE,TRUE,2018-03-30,1,tt7981052,tvMiniSeries
The Serpent,2021,"",7.6,69/100,0,0,0,1,TRUE,30398,19000000,1300000,TRUE,TRUE,2021-04-02,1,tt7985576,tvMiniSeries
Always a Witch,2019,16+,6.2,55/100,0,0,0,1,TRUE,2140,18800000,1400000,TRUE,TRUE,2019-02-01,2,tt8001250,tvSeries
Prince of Peoria,2018,all,5.9,45/100,0,0,0,1,TRUE,363,8600000,1200000,TRUE,TRUE,2018-11-16,2,tt8001718,tvSeries
Girls from Ipanema,2019,16+,7.9,59/100,0,0,0,1,TRUE,3001,2700000,200000,TRUE,TRUE,2019-03-22,2,tt8001788,tvSeries
Flint Town,2018,18+,7.9,64/100,0,0,0,1,TRUE,3337,5400000,300000,TRUE,TRUE,2018-03-02,1,tt8004578,tvSeries
Selection Day,2018,16+,7.4,55/100,0,0,0,1,TRUE,1955,1400000,100000,TRUE,TRUE,2018-12-28,1,tt8004628,tvSeries
Explained,2018,16+,8,70/100,0,0,0,1,TRUE,7243,10100000,700000,TRUE,TRUE,2018-05-23,3,tt8005374,tvSeries
Huge in France,2019,16+,6.8,53/100,0,0,0,1,TRUE,2446,900000,100000,TRUE,TRUE,2019-04-12,1,tt8009602,tvSeries
Twelve Forever,2019,7+,6.7,44/100,0,0,0,1,TRUE,492,6400000,500000,TRUE,TRUE,2019-07-29,1,tt8009622,tvSeries
Pablo,2017,"",7.6,37/100,0,0,0,1,TRUE,40,300000,,FALSE,FALSE,,1,tt8016478,tvSeries
Aggretsuko,2018,16+,8.1,69/100,0,0,0,1,TRUE,5082,15800000,1300000,TRUE,FALSE,2018-04-20,5,tt8019444,tvSeries
The Innocents,2018,"",6.3,63/100,0,0,0,1,TRUE,5351,4500000,400000,TRUE,TRUE,2018-08-24,1,tt8021824,tvSeries
Power Rangers Beast Morphers,2019,7+,6.8,45/100,0,0,0,1,TRUE,439,24300000,1300000,FALSE,FALSE,,2,tt8022978,tvSeries
Tijuana,2019,16+,7.1,39/100,0,0,0,1,TRUE,289,1400000,100000,TRUE,TRUE,2019-04-05,1,tt8027624,tvSeries
The Alcàsser Murders,2019,18+,7.1,50/100,0,0,0,1,TRUE,1749,2800000,300000,TRUE,TRUE,2019-06-14,1,tt8033244,tvMiniSeries
Tuca & Bertie,2019,18+,7.4,72/100,0,0,0,1,TRUE,5358,1900000,200000,TRUE,TRUE,2019-05-03,1,tt8036272,tvSeries
Immortals,2018,7+,5.3,55/100,0,0,0,1,TRUE,2672,4400000,300000,FALSE,FALSE,2019-03-08,1,tt8063174,tvSeries
Dead to Me,2019,18+,8,82/100,0,0,0,1,TRUE,60069,110000000,7100000,TRUE,TRUE,2019-05-03,3,tt8064302,tvSeries
Bard of Blood,2019,18+,6.9,63/100,0,0,0,1,TRUE,9245,6000000,700000,TRUE,TRUE,2019-09-27,1,tt8069036,tvSeries
Something in the Rain,2018,7+,8.1,57/100,0,0,0,1,TRUE,4153,30400000,700000,TRUE,TRUE,2018-04-13,1,tt8078816,tvSeries
Legacies,2018,16+,7.4,74/100,0,0,0,1,TRUE,21526,51700000,2200000,FALSE,FALSE,,4,tt8103070,tvSeries
Wild District,2018,18+,8.3,56/100,0,0,0,1,TRUE,1690,14900000,900000,FALSE,FALSE,2018-10-19,2,tt8105958,tvMiniSeries
Carole & Tuesday,2019,7+,7.9,66/100,0,0,0,1,TRUE,1646,1800000,200000,TRUE,FALSE,2019-04-09,2,tt8107988,tvSeries
Tidying Up with Marie Kondo,2019,7+,6.6,61/100,0,0,0,1,TRUE,3142,3900000,300000,TRUE,TRUE,2019-01-01,1,tt8115560,tvSeries
Chico Bon Bon: Monkey with a Tool Belt,2020,all,6.3,39/100,0,0,0,1,TRUE,98,19100000,4400000,TRUE,TRUE,2020-05-08,4,tt8115688,tvSeries
Go! Go! Cory Carson,2020,all,8.1,43/100,0,0,0,1,TRUE,170,48000000,14800000,TRUE,TRUE,2020-01-04,6,tt8115702,tvSeries
Norm Macdonald Has a Show,2018,"",8.7,61/100,0,0,0,1,TRUE,2968,800000,100000,TRUE,TRUE,2018-09-14,1,tt8139862,tvSeries
Baby Ballroom,2017,"",7.8,39/100,0,0,0,1,TRUE,162,1200000,,TRUE,TRUE,2018-01-31,2,tt8159960,tvSeries
Hymn of Death,2018,18+,7.5,50/100,0,0,0,1,TRUE,780,1900000,400000,FALSE,FALSE,2018-11-27,1,tt8160064,tvMiniSeries
Lunatics,2019,18+,6.6,49/100,0,0,0,1,TRUE,2842,2500000,200000,TRUE,TRUE,2019-04-19,1,tt8164794,tvMiniSeries
Sintonia,2019,18+,6.8,47/100,0,0,0,1,TRUE,819,129000000,19900000,TRUE,TRUE,2019-08-09,4,tt8165086,tvSeries
The Chalet,2018,18+,7,67/100,0,0,0,1,TRUE,6215,300000,100000,FALSE,FALSE,2018-04-17,1,tt8168678,tvSeries
Empire Games,2018,7+,5.7,38/100,0,0,0,1,TRUE,265,3100000,200000,FALSE,FALSE,2018-10-05,1,tt8171234,tvSeries
Fate: The Winx Saga,2021,18+,6.9,70/100,0,0,0,1,TRUE,29210,93700000,6900000,TRUE,TRUE,2021-01-22,2,tt8179402,tvSeries
November 13: Attack on Paris,2018,18+,8.3,63/100,0,0,0,1,TRUE,2511,2800000,400000,TRUE,TRUE,2018-06-01,1,tt8194716,tvMiniSeries
100 Days My Prince,2018,16+,7.7,55/100,0,0,0,1,TRUE,1240,21800000,500000,FALSE,FALSE,,1,tt8199972,tvSeries
Diagnosis,2019,18+,7.7,60/100,0,0,0,1,TRUE,940,6600000,500000,TRUE,TRUE,2019-08-16,1,tt8201618,tvMiniSeries
Cursed,2020,18+,5.9,67/100,0,0,0,1,TRUE,25201,41500000,2100000,TRUE,TRUE,2020-07-17,1,tt8210856,tvSeries
When Heroes Fly,2018,7+,7.2,55/100,0,0,0,1,TRUE,2595,8900000,500000,TRUE,TRUE,2019-01-10,1,tt8220344,tvSeries
Paradise PD,2018,18+,6.9,60/100,0,0,0,1,TRUE,15391,65600000,5900000,TRUE,TRUE,2018-08-31,4,tt8235236,tvSeries
Memories of the Alhambra,2018,16+,7.8,60/100,0,0,0,1,TRUE,4176,10400000,300000,TRUE,TRUE,2018-12-01,1,tt8236556,tvSeries
Life,2018,"",7.6,46/100,0,0,0,1,TRUE,496,7100000,100000,FALSE,FALSE,2018-08-04,1,tt8243158,tvSeries
Better Than Us,2018,"",7.4,72/100,0,0,0,1,TRUE,7274,46400000,1400000,TRUE,TRUE,2019-08-16,1,tt8285216,tvSeries
Formula 1: Drive to Survive,2019,16+,8.6,74/100,0,0,0,1,TRUE,25100,175400000,6200000,TRUE,TRUE,2019-03-08,5,tt8289930,tvSeries
The Order,2019,18+,6.8,74/100,0,0,0,1,TRUE,22846,65100000,4000000,TRUE,TRUE,2019-03-07,2,tt8295472,tvSeries
Fastest Car,2018,"",7.2,48/100,0,0,0,1,TRUE,1172,6900000,500000,TRUE,TRUE,2018-04-06,2,tt8295694,tvSeries
I Am a Killer,2018,18+,7.4,58/100,0,0,0,1,TRUE,3429,60600000,3300000,TRUE,FALSE,2018-08-03,4,tt8300324,tvSeries
Turn Up Charlie,2019,"",7.1,57/100,0,0,0,1,TRUE,6636,7500000,800000,TRUE,TRUE,2019-03-15,1,tt8304498,tvSeries
Fast & Furious Spy Racers,2019,7+,5.5,62/100,0,0,0,1,TRUE,1073,6000000,800000,TRUE,TRUE,2019-12-26,1,tt8322592,tvSeries
Busted!,2018,16+,7.7,53/100,0,0,0,1,TRUE,721,8300000,300000,TRUE,TRUE,2018-05-04,3,tt8328460,tvSeries
The Casketeers,2018,16+,7.5,41/100,0,0,0,1,TRUE,399,100000,,FALSE,FALSE,2019-06-21,1,tt8365054,tvSeries
Interior Design Masters,2019,"",6.5,49/100,0,0,0,1,TRUE,1102,6000000,500000,TRUE,FALSE,2019-10-18,2,tt8367694,tvSeries
Another Life,2019,18+,5,60/100,0,0,0,1,TRUE,25559,33200000,2000000,TRUE,TRUE,2019-07-25,2,tt8369840,tvSeries
Surviving R. Kelly,2019,18+,7.5,64/100,0,0,0,1,TRUE,4242,2600000,100000,FALSE,FALSE,,1,tt8385496,tvSeries
The House of Flowers,2018,18+,7.6,61/100,0,0,0,1,TRUE,6984,15600000,1200000,TRUE,TRUE,2018-08-10,3,tt8387348,tvSeries
After Life,2019,18+,8.4,81/100,0,0,0,1,TRUE,90221,34200000,4600000,TRUE,TRUE,2019-03-08,3,tt8398600,tvSeries
Mr. Iglesias,2019,16+,7.1,59/100,0,0,0,1,TRUE,5822,24600000,2800000,TRUE,TRUE,2019-06-21,3,tt8403536,tvSeries
Mortel,2019,18+,6.6,60/100,0,0,0,1,TRUE,906,4600000,400000,TRUE,TRUE,2019-11-21,2,tt8403570,tvSeries
Luna Nera,2020,18+,5.6,52/100,0,0,0,1,TRUE,2447,11300000,1100000,TRUE,TRUE,2020-01-31,1,tt8403622,tvSeries
The English Game,2020,"",7.6,58/100,0,0,0,1,TRUE,12508,9500000,1100000,TRUE,TRUE,2020-03-20,1,tt8403664,tvMiniSeries
AJ and the Queen,2020,"",7.5,61/100,0,0,0,1,TRUE,6931,18800000,800000,TRUE,TRUE,2020-01-10,1,tt8404094,tvSeries
Ares,2020,18+,5.6,52/100,0,0,0,1,TRUE,3901,2200000,300000,TRUE,TRUE,2020-01-17,1,tt8404520,tvSeries
The Last Dance,2020,16+,9.1,86/100,0,0,0,1,TRUE,90090,46600000,2000000,FALSE,FALSE,2020-04-20,1,tt8420184,tvMiniSeries
Manifest,2018,16+,7.2,81/100,1,0,0,2,FALSE,25640,891600000,26000000,TRUE,FALSE,2021-06-10,4,tt8421350,tvSeries
Cabins in the Wild with Dick Strawbridge,2017,7+,6.8,38/100,0,0,0,1,TRUE,229,100000,,FALSE,FALSE,,1,tt8422396,tvMiniSeries
Magic for Humans,2018,16+,7.2,56/100,0,0,0,1,TRUE,3053,10400000,1500000,TRUE,TRUE,2018-08-17,3,tt8425308,tvSeries
A Love So Beautiful,2017,"",8.1,53/100,0,0,0,1,TRUE,1113,41400000,2000000,TRUE,TRUE,2020-12-28,1,tt8434720,tvSeries
The Inmate,2018,"",7,54/100,0,0,0,1,TRUE,2263,44400000,1900000,FALSE,FALSE,2018-12-07,1,tt8452308,tvSeries
Robozuna,2018,7+,6.3,30/100,0,0,0,1,TRUE,72,4000000,500000,TRUE,TRUE,2018-10-25,2,tt8454808,tvSeries
Northern Rescue,2019,16+,7.1,57/100,0,0,0,1,TRUE,3656,24500000,1600000,TRUE,TRUE,2019-03-01,1,tt8462412,tvSeries
Drug Squad: Costa del Sol,2019,"",6.8,43/100,0,0,0,1,TRUE,465,4000000,100000,FALSE,FALSE,2019-10-25,1,tt8476166,tvSeries
Rea(l)ove,2018,"",6.7,40/100,0,0,0,1,TRUE,146,1400000,100000,FALSE,FALSE,,1,tt8477194,tvSeries
Familiar Wife,2018,"",7.6,48/100,0,0,0,1,TRUE,623,13000000,200000,TRUE,TRUE,,1,tt8487786,tvSeries
Million Pound Menu,2018,"",6.7,53/100,0,0,0,1,TRUE,485,8900000,600000,TRUE,TRUE,2018-08-10,2,tt8488494,tvSeries
Victim Number 8,2018,"",7,47/100,0,0,0,1,TRUE,1699,10700000,800000,FALSE,FALSE,2019-08-16,1,tt8500086,tvSeries
On Children,2018,"",7.5,43/100,0,0,0,1,TRUE,330,200000,,FALSE,FALSE,2018-07-07,1,tt8507402,tvMiniSeries
Dolly Parton's Heartstrings,2019,16+,7.6,57/100,0,0,0,1,TRUE,1869,3800000,200000,TRUE,TRUE,2019-11-22,1,tt8509922,tvSeries
If I Hadn't Met You,2018,"",7.7,51/100,0,0,0,1,TRUE,1861,6400000,300000,TRUE,TRUE,2019-03-15,1,tt8517780,tvSeries
Vagabond,2019,"",8.3,62/100,0,0,0,1,TRUE,4929,41200000,1200000,TRUE,TRUE,2019-09-20,1,tt8523042,tvSeries
"Crazy, Lovely, Cool",2018,"",7.8,33/100,0,0,0,1,TRUE,22,300000,,FALSE,FALSE,,1,tt8528314,tvSeries
Cricket Fever: Mumbai Indians,2019,"",7.3,44/100,0,0,0,1,TRUE,629,200000,,TRUE,TRUE,2019-03-01,1,tt8531592,tvMiniSeries
Ad Vitam,2018,7+,6.5,50/100,0,0,0,1,TRUE,1373,100000,,FALSE,FALSE,,1,tt8548830,tvSeries
Follow This,2018,18+,4.9,42/100,0,0,0,1,TRUE,661,300000,,TRUE,TRUE,2018-08-23,3,tt8560884,tvSeries
The Queen of Flow,2018,18+,7.8,53/100,0,0,0,1,TRUE,666,241100000,1800000,FALSE,FALSE,2018-11-09,2,tt8560918,tvSeries
Sirius the Jaeger,2018,16+,6.8,54/100,0,0,0,1,TRUE,1493,4900000,500000,TRUE,FALSE,2018-07-19,1,tt8565136,tvSeries
Hache,2019,18+,6.5,49/100,0,0,0,1,TRUE,1308,8800000,800000,TRUE,TRUE,2019-11-01,2,tt8575476,tvSeries
Treehouse Detectives,2018,"",7.1,31/100,0,0,0,1,TRUE,50,4700000,500000,TRUE,TRUE,2018-06-08,2,tt8591984,tvSeries
Falsa Identidad,2018,16+,7.1,54/100,0,0,0,1,TRUE,236,24100000,,FALSE,FALSE,,2,tt8598690,tvSeries
13 Reasons Why: Beyond the Reasons,2017,18+,6.4,42/100,0,0,0,1,TRUE,253,400000,500000,TRUE,TRUE,2017-03-31,2,tt8615966,tvSeries
Love and Fortune,2018,"",7,46/100,0,0,0,1,TRUE,435,1500000,100000,TRUE,TRUE,,1,tt8649316,tvSeries
Wu Assassins,2019,18+,6.5,67/100,0,0,0,1,TRUE,10374,28700000,1800000,TRUE,TRUE,2019-08-08,1,tt8652642,tvSeries
Monarca,2019,18+,7.9,56/100,0,0,0,1,TRUE,2705,24500000,1800000,TRUE,TRUE,2019-09-13,2,tt8655736,tvSeries
Freud,2020,18+,6.5,54/100,0,0,0,1,TRUE,10399,13900000,1000000,FALSE,FALSE,2020-03-23,1,tt8667956,tvSeries
Polly Pocket,2018,7+,6.8,45/100,0,0,0,1,TRUE,77,21500000,1400000,FALSE,FALSE,,2,tt8673042,tvSeries
Sugar Rush,2018,7+,7,51/100,0,0,0,1,TRUE,1265,9400000,700000,TRUE,TRUE,2018-07-13,2,tt8680560,tvSeries
The Unsettling,2019,"",5.3,47/100,0,0,0,1,TRUE,566,100000,,FALSE,FALSE,,1,tt8680902,tvSeries
The Comedy Lineup,2018,18+,5.9,40/100,0,0,0,1,TRUE,396,700000,100000,TRUE,TRUE,2018-07-03,2,tt8687584,tvSeries
The Dragon Prince,2018,7+,8.4,77/100,0,0,0,1,TRUE,18007,63600000,10700000,TRUE,TRUE,2018-09-14,5,tt8688814,tvSeries
The Baby-Sitters Club,2020,7+,7.4,66/100,0,1,0,2,FALSE,2467,56000000,6200000,TRUE,TRUE,2020-07-03,2,tt8690518,tvSeries
Sky Rojo,2021,18+,6.5,70/100,0,0,0,1,TRUE,6124,125800000,3500000,TRUE,TRUE,2021-03-19,3,tt8690776,tvSeries
Meteor Garden,2018,16+,8.1,63/100,0,0,0,1,TRUE,3087,45200000,600000,FALSE,FALSE,2018-07-13,1,tt8690890,tvSeries
Toy Boy,2019,18+,6.4,57/100,0,0,0,1,TRUE,5614,46600000,1900000,FALSE,FALSE,2020-02-28,2,tt8693266,tvSeries
Ultraman,2019,16+,6.9,54/100,0,0,0,1,TRUE,1647,17900000,800000,TRUE,FALSE,2019-04-01,3,tt8699270,tvSeries
Narcos: Mexico,2018,18+,8.4,82/100,0,0,0,1,TRUE,63771,128300000,5800000,TRUE,TRUE,2018-11-16,3,tt8714904,tvSeries
Dark Tourist,2018,18+,7.5,65/100,0,0,0,1,TRUE,6360,5200000,300000,TRUE,TRUE,2018-07-20,1,tt8725166,tvSeries
Bridgerton,2020,"",7.3,79/100,0,0,0,1,TRUE,80578,387600000,14100000,TRUE,TRUE,2020-12-25,2,tt8740790,tvSeries
The Letter for the King,2020,7+,5.9,60/100,0,0,0,1,TRUE,6499,17000000,1100000,TRUE,TRUE,2020-03-20,1,tt8741648,tvSeries
Amazing Interiors,2018,all,6.7,45/100,0,0,0,1,TRUE,707,4700000,300000,TRUE,TRUE,2018-07-20,1,tt8747342,tvSeries
Switched,2018,16+,7.1,53/100,0,0,0,1,TRUE,1174,2700000,300000,TRUE,TRUE,2018-08-01,1,tt8747882,tvMiniSeries
Arthdal Chronicles,2019,"",8.4,57/100,0,0,0,1,TRUE,3086,25000000,600000,TRUE,TRUE,2019-06-01,1,tt8750956,tvSeries
Daybreak,2019,18+,6.7,69/100,0,0,0,1,TRUE,16486,21000000,1100000,TRUE,TRUE,2019-10-24,1,tt8755226,tvSeries
Smoking,2018,18+,7.5,45/100,0,0,0,1,TRUE,383,1900000,200000,TRUE,TRUE,,1,tt8758778,tvSeries
Nailed It! Holiday!,2018,"",7.7,49/100,0,0,0,1,TRUE,919,8500000,1600000,TRUE,TRUE,2018-12-07,2,tt8760264,tvSeries
Self Made: Inspired by the Life of Madam C.J. Walker,2020,18+,7.3,65/100,0,0,0,1,TRUE,9952,19000000,2300000,TRUE,TRUE,2020-03-20,1,tt8771910,tvMiniSeries
Salt Fat Acid Heat,2018,"",7.7,60/100,0,0,0,1,TRUE,2078,2200000,400000,TRUE,TRUE,2018-10-11,1,tt8772088,tvMiniSeries
The Curious Creations of Christine McConnell,2018,7+,7.8,62/100,0,0,0,1,TRUE,2192,700000,200000,TRUE,TRUE,2018-10-12,1,tt8773080,tvSeries
Stay Here,2018,7+,7.5,50/100,0,0,0,1,TRUE,986,2400000,300000,TRUE,TRUE,2018-08-17,1,tt8773338,tvSeries
The Society,2019,18+,7.1,73/100,0,0,0,1,TRUE,22041,24500000,1100000,TRUE,TRUE,2019-05-10,1,tt8778064,tvSeries
Restaurants on the Edge,2020,16+,6.8,47/100,0,0,0,1,TRUE,848,3600000,300000,TRUE,FALSE,2020-02-28,2,tt8784324,tvSeries
Away,2020,16+,6.6,67/100,0,0,0,1,TRUE,21791,17100000,1000000,TRUE,TRUE,2020-09-04,1,tt8787802,tvSeries
The Promised Neverland,2019,18+,8.5,81/100,1,0,0,2,FALSE,27038,6700000,500000,FALSE,FALSE,,2,tt8788458,tvSeries
Here to Heart,2018,7+,7.4,39/100,0,0,0,1,TRUE,159,3000000,,FALSE,FALSE,,1,tt8791742,tvSeries
Afflicted,2018,18+,5,46/100,0,1,0,2,FALSE,1053,2000000,200000,TRUE,TRUE,2018-08-10,1,tt8792570,tvSeries
Becoming Champions,2018,all,6.7,40/100,0,0,0,1,TRUE,331,700000,100000,TRUE,TRUE,,1,tt8796068,tvSeries
Girl from Nowhere,2018,18+,7.7,61/100,0,0,0,1,TRUE,2276,31600000,1600000,TRUE,TRUE,2018-10-31,2,tt8824648,tvSeries
October Faction,2020,18+,6.2,60/100,0,0,0,1,TRUE,9167,19800000,1300000,TRUE,TRUE,2020-01-23,1,tt8826128,tvSeries
Part-Time Idol,2017,7+,7,33/100,0,0,0,1,TRUE,71,100000,,TRUE,TRUE,,1,tt8835780,tvMiniSeries
The Mire,2018,18+,6.9,63/100,0,0,0,1,TRUE,2869,2200000,200000,TRUE,TRUE,2019-12-21,1,tt8855592,tvSeries
Daniel Sloss: Live Shows,2018,18+,8.6,55/100,0,0,0,1,TRUE,2800,1300000,300000,TRUE,TRUE,2018-09-11,1,tt8858472,tvMiniSeries
Made in Mexico,2018,"",4.1,32/100,0,0,0,1,TRUE,728,900000,100000,TRUE,TRUE,2018-09-28,1,tt8871764,tvSeries
Invisible City,2021,all,7.4,58/100,0,0,0,1,TRUE,4433,69500000,2600000,TRUE,TRUE,2021-02-05,2,tt8878862,tvSeries
Living with Yourself,2019,18+,7.2,74/100,0,0,0,1,TRUE,26559,12100000,1300000,TRUE,TRUE,2019-10-18,1,tt8880894,tvMiniSeries
Dancing Queen,2018,7+,7,49/100,0,0,0,1,TRUE,1392,600000,100000,TRUE,TRUE,2018-10-05,1,tt8882486,tvSeries
Death by Magic,2018,7+,6.1,41/100,0,0,0,1,TRUE,572,3000000,200000,TRUE,TRUE,2018-11-30,1,tt8887956,tvSeries
Transformers: Cyberverse,2018,7+,6.8,46/100,0,0,0,1,TRUE,272,1800000,200000,FALSE,FALSE,,2,tt8891990,tvSeries
A Taiwanese Tale of Two Cities,2018,"",6.5,40/100,0,0,0,1,TRUE,146,500000,,TRUE,TRUE,2018-09-01,1,tt8893498,tvSeries
